"","Slice","Count","cID","timePt","cellLine","drug","l2","nl2","day"
"455","WellR06-C06H2B_day13",51,"22",13,"SKMEL5","PLX4720",5.6724253419715,0.917537839808027,11.78024167
"456","WellR06-C06H2B_day14",55,"22",14,"SKMEL5","PLX4720",5.78135971352466,1.02647221136119,12.73057917
"457","WellR06-C06H2B_day15",56,"22",15,"SKMEL5","PLX4720",5.8073549220576,1.05246741989414,12.9729875
"458","WellR06-C06H2B_day16",55,"22",16,"SKMEL5","PLX4720",5.78135971352466,1.02647221136119,13.70632917
"459","WellR06-C06H2B_day17",55,"22",17,"SKMEL5","PLX4720",5.78135971352466,1.02647221136119,14.875775
"460","WellR06-C06H2B_day18",48,"22",18,"SKMEL5","PLX4720",5.58496250072116,0.830074998557688,16.12682917
"461","WellR06-C06H2B_day19",61,"22",19,"SKMEL5","PLX4720",5.93073733756289,1.17584983539942,16.7051625
"462","WellR06-C06H2B_day20",58,"22",20,"SKMEL5","PLX4720",5.85798099512757,1.1030934929641,17.764825
"463","WellR06-C06H2B_day0",1,"23",0,"SKMEL5","PLX4720",0,-6.28540221886225,0
"464","WellR06-C06H2B_day1",3,"23",1,"SKMEL5","PLX4720",1.58496250072116,-4.70043971814109,1.712545833
"465","WellR06-C06H2B_day2",8,"23",2,"SKMEL5","PLX4720",3,-3.28540221886225,2.695325
"466","WellR06-C06H2B_day3",11,"23",3,"SKMEL5","PLX4720",3.4594316186373,-2.82597060022495,3.764479167
"467","WellR06-C06H2B_day4",26,"23",4,"SKMEL5","PLX4720",4.70043971814109,-1.58496250072116,4.903575
"468","WellR06-C06H2B_day5",45,"23",5,"SKMEL5","PLX4720",5.49185309632967,-0.793549122532574,5.954283333
"469","WellR06-C06H2B_day6",78,"23",6,"SKMEL5","PLX4720",6.28540221886225,0,6.897975
"470","WellR06-C06H2B_day7",83,"23",7,"SKMEL5","PLX4720",6.37503943134692,0.0896372124846758,6.982258333
"471","WellR06-C06H2B_day8",113,"23",8,"SKMEL5","PLX4720",6.82017896241519,0.534776743552939,7.6926375
"472","WellR06-C06H2B_day9",118,"23",9,"SKMEL5","PLX4720",6.88264304936184,0.597240830499593,8.924766667
"473","WellR06-C06H2B_day10",121,"23",10,"SKMEL5","PLX4720",6.91886323727459,0.633461018412346,9.731066667
"474","WellR06-C06H2B_day11",133,"23",11,"SKMEL5","PLX4720",7.05528243550119,0.769880216638941,10.7534125
"475","WellR06-C06H2B_day12",129,"23",12,"SKMEL5","PLX4720",7.01122725542325,0.725825036561005,10.99522083
"476","WellR06-C06H2B_day13",138,"23",13,"SKMEL5","PLX4720",7.10852445677817,0.82312223791592,11.78024167
"477","WellR06-C06H2B_day14",165,"23",14,"SKMEL5","PLX4720",7.36632221424582,1.08091999538357,12.73057917
"478","WellR06-C06H2B_day15",150,"23",15,"SKMEL5","PLX4720",7.22881869049588,0.943416471633632,12.9729875
"479","WellR06-C06H2B_day16",156,"23",16,"SKMEL5","PLX4720",7.28540221886225,1,13.70632917
"480","WellR06-C06H2B_day17",199,"23",17,"SKMEL5","PLX4720",7.63662462054365,1.3512224016814,14.875775
"481","WellR06-C06H2B_day18",219,"23",18,"SKMEL5","PLX4720",7.77478705960117,1.48938484073892,16.12682917
"482","WellR06-C06H2B_day19",233,"23",19,"SKMEL5","PLX4720",7.86418614465428,1.57878392579203,16.7051625
"483","WellR06-C06H2B_day20",240,"23",20,"SKMEL5","PLX4720",7.90689059560852,1.62148837674627,17.764825
"484","WellR06-C06H2B_day0",2,"24",0,"SKMEL5","PLX4720",1,-5.02236781302845,0
"485","WellR06-C06H2B_day1",1,"24",1,"SKMEL5","PLX4720",0,-6.02236781302845,1.712545833
"486","WellR06-C06H2B_day2",4,"24",2,"SKMEL5","PLX4720",2,-4.02236781302845,2.695325
"487","WellR06-C06H2B_day3",13,"24",3,"SKMEL5","PLX4720",3.70043971814109,-2.32192809488736,3.764479167
"488","WellR06-C06H2B_day4",24,"24",4,"SKMEL5","PLX4720",4.58496250072116,-1.4374053123073,4.903575
"489","WellR06-C06H2B_day5",43,"24",5,"SKMEL5","PLX4720",5.4262647547021,-0.596103058326356,5.954283333
"490","WellR06-C06H2B_day6",65,"24",6,"SKMEL5","PLX4720",6.02236781302845,0,6.897975
"491","WellR06-C06H2B_day7",67,"24",7,"SKMEL5","PLX4720",6.06608919045777,0.0437213774293177,6.982258333
"492","WellR06-C06H2B_day8",91,"24",8,"SKMEL5","PLX4720",6.5077946401987,0.485426827170242,7.6926375
"493","WellR06-C06H2B_day9",104,"24",9,"SKMEL5","PLX4720",6.70043971814109,0.678071905112637,8.924766667
"494","WellR06-C06H2B_day10",104,"24",10,"SKMEL5","PLX4720",6.70043971814109,0.678071905112637,9.731066667
"495","WellR06-C06H2B_day11",111,"24",11,"SKMEL5","PLX4720",6.79441586635011,0.772048053321652,10.7534125
"496","WellR06-C06H2B_day12",107,"24",12,"SKMEL5","PLX4720",6.74146698640115,0.719099173372693,10.99522083
"497","WellR06-C06H2B_day13",120,"24",13,"SKMEL5","PLX4720",6.90689059560852,0.884522782580064,11.78024167
"498","WellR06-C06H2B_day14",149,"24",14,"SKMEL5","PLX4720",7.21916852046216,1.19680070743371,12.73057917
"499","WellR06-C06H2B_day15",156,"24",15,"SKMEL5","PLX4720",7.28540221886225,1.26303440583379,12.9729875
"500","WellR06-C06H2B_day16",186,"24",16,"SKMEL5","PLX4720",7.53915881110803,1.51679099807958,13.70632917
"501","WellR06-C06H2B_day17",240,"24",17,"SKMEL5","PLX4720",7.90689059560852,1.88452278258006,14.875775
"502","WellR06-C06H2B_day18",285,"24",18,"SKMEL5","PLX4720",8.1548181090521,2.13245029602365,16.12682917
"503","WellR06-C06H2B_day19",296,"24",19,"SKMEL5","PLX4720",8.20945336562895,2.18708555260049,16.7051625
"504","WellR06-C06H2B_day20",350,"24",20,"SKMEL5","PLX4720",8.45121111183233,2.42884329880387,17.764825
"505","WellR06-C06H2B_day0",1,"25",0,"SKMEL5","PLX4720",0,-5.64385618977472,0
"506","WellR06-C06H2B_day1",3,"25",1,"SKMEL5","PLX4720",1.58496250072116,-4.05889368905357,1.712545833
"507","WellR06-C06H2B_day2",6,"25",2,"SKMEL5","PLX4720",2.58496250072116,-3.05889368905357,2.695325
"508","WellR06-C06H2B_day3",11,"25",3,"SKMEL5","PLX4720",3.4594316186373,-2.18442457113743,3.764479167
"509","WellR06-C06H2B_day4",24,"25",4,"SKMEL5","PLX4720",4.58496250072116,-1.05889368905357,4.903575
"510","WellR06-C06H2B_day5",36,"25",5,"SKMEL5","PLX4720",5.16992500144231,-0.473931188332412,5.954283333
"511","WellR06-C06H2B_day6",50,"25",6,"SKMEL5","PLX4720",5.64385618977472,0,6.897975
"512","WellR06-C06H2B_day7",53,"25",7,"SKMEL5","PLX4720",5.7279204545632,0.0840642647884744,6.982258333
"513","WellR06-C06H2B_day8",62,"25",8,"SKMEL5","PLX4720",5.95419631038687,0.310340120612151,7.6926375
"514","WellR06-C06H2B_day9",75,"25",9,"SKMEL5","PLX4720",6.22881869049588,0.584962500721156,8.924766667
"515","WellR06-C06H2B_day10",81,"25",10,"SKMEL5","PLX4720",6.33985000288462,0.6959938131099,9.731066667
"516","WellR06-C06H2B_day11",90,"25",11,"SKMEL5","PLX4720",6.49185309632967,0.84799690655495,10.7534125
"517","WellR06-C06H2B_day12",93,"25",12,"SKMEL5","PLX4720",6.53915881110803,0.895302621333307,10.99522083
"518","WellR06-C06H2B_day13",104,"25",13,"SKMEL5","PLX4720",6.70043971814109,1.05658352836637,11.78024167
"519","WellR06-C06H2B_day14",115,"25",14,"SKMEL5","PLX4720",6.84549005094437,1.20163386116965,12.73057917
"520","WellR06-C06H2B_day15",111,"25",15,"SKMEL5","PLX4720",6.79441586635011,1.15055967657538,12.9729875
"521","WellR06-C06H2B_day16",125,"25",16,"SKMEL5","PLX4720",6.96578428466209,1.32192809488736,13.70632917
"522","WellR06-C06H2B_day17",147,"25",17,"SKMEL5","PLX4720",7.19967234483636,1.55581615506164,14.875775
"523","WellR06-C06H2B_day18",175,"25",18,"SKMEL5","PLX4720",7.45121111183233,1.8073549220576,16.12682917
"524","WellR06-C06H2B_day19",197,"25",19,"SKMEL5","PLX4720",7.62205181945638,1.97819562968165,16.7051625
"525","WellR06-C06H2B_day20",233,"25",20,"SKMEL5","PLX4720",7.86418614465428,2.22032995487956,17.764825
"526","WellR06-C06H2B_day0",3,"26",0,"SKMEL5","PLX4720",1.58496250072116,-5.83289001416474,0
"527","WellR06-C06H2B_day1",10,"26",1,"SKMEL5","PLX4720",3.32192809488736,-4.09592441999854,1.712545833
"528","WellR06-C06H2B_day2",15,"26",2,"SKMEL5","PLX4720",3.90689059560852,-3.51096191927738,2.695325
"529","WellR06-C06H2B_day3",28,"26",3,"SKMEL5","PLX4720",4.8073549220576,-2.61049759282829,3.764479167
"530","WellR06-C06H2B_day4",59,"26",4,"SKMEL5","PLX4720",5.88264304936184,-1.53520946552406,4.903575
"531","WellR06-C06H2B_day5",118,"26",5,"SKMEL5","PLX4720",6.88264304936184,-0.535209465524057,5.954283333
"532","WellR06-C06H2B_day6",171,"26",6,"SKMEL5","PLX4720",7.4178525148859,0,6.897975
"533","WellR06-C06H2B_day7",180,"26",7,"SKMEL5","PLX4720",7.49185309632967,0.0740005814437765,6.982258333
"534","WellR06-C06H2B_day8",245,"26",8,"SKMEL5","PLX4720",7.93663793900257,0.518785424116673,7.6926375
"535","WellR06-C06H2B_day9",281,"26",9,"SKMEL5","PLX4720",8.13442632022093,0.716573805335028,8.924766667
"536","WellR06-C06H2B_day10",292,"26",10,"SKMEL5","PLX4720",8.18982455888002,0.771972043994119,9.731066667
"537","WellR06-C06H2B_day11",302,"26",11,"SKMEL5","PLX4720",8.23840473932508,0.82055222443918,10.7534125
"538","WellR06-C06H2B_day12",304,"26",12,"SKMEL5","PLX4720",8.24792751344359,0.830074998557687,10.99522083
"539","WellR06-C06H2B_day13",317,"26",13,"SKMEL5","PLX4720",8.30833903013941,0.890486515253509,11.78024167
"540","WellR06-C06H2B_day14",358,"26",14,"SKMEL5","PLX4720",8.48381577726426,1.06596326237836,12.73057917
"541","WellR06-C06H2B_day15",368,"26",15,"SKMEL5","PLX4720",8.52356195605701,1.10570944117111,12.9729875
"542","WellR06-C06H2B_day16",357,"26",16,"SKMEL5","PLX4720",8.4797802640291,1.0619277491432,13.70632917
"543","WellR06-C06H2B_day17",388,"26",17,"SKMEL5","PLX4720",8.59991284218713,1.18206032730123,14.875775
"544","WellR06-C06H2B_day18",390,"26",18,"SKMEL5","PLX4720",8.60733031374961,1.18947779886371,16.12682917
"545","WellR06-C06H2B_day19",391,"26",19,"SKMEL5","PLX4720",8.61102479730735,1.19317228242145,16.7051625
"546","WellR06-C06H2B_day20",377,"26",20,"SKMEL5","PLX4720",8.55842071326866,1.14056819838277,17.764825
"547","WellR06-C06H2B_day0",1,"27",0,"SKMEL5","PLX4720",0,-4.70043971814109,0
"548","WellR06-C06H2B_day1",3,"27",1,"SKMEL5","PLX4720",1.58496250072116,-3.11547721741994,1.712545833
"549","WellR06-C06H2B_day2",5,"27",2,"SKMEL5","PLX4720",2.32192809488736,-2.37851162325373,2.695325
"550","WellR06-C06H2B_day3",5,"27",3,"SKMEL5","PLX4720",2.32192809488736,-2.37851162325373,3.764479167
"551","WellR06-C06H2B_day4",13,"27",4,"SKMEL5","PLX4720",3.70043971814109,-1,4.903575
"552","WellR06-C06H2B_day5",18,"27",5,"SKMEL5","PLX4720",4.16992500144231,-0.53051471669878,5.954283333
"553","WellR06-C06H2B_day6",26,"27",6,"SKMEL5","PLX4720",4.70043971814109,0,6.897975
"554","WellR06-C06H2B_day7",21,"27",7,"SKMEL5","PLX4720",4.39231742277876,-0.308122295362331,6.982258333
"555","WellR06-C06H2B_day8",37,"27",8,"SKMEL5","PLX4720",5.20945336562895,0.509013647487858,7.6926375
"556","WellR06-C06H2B_day9",50,"27",9,"SKMEL5","PLX4720",5.64385618977472,0.943416471633633,8.924766667
"557","WellR06-C06H2B_day10",59,"27",10,"SKMEL5","PLX4720",5.88264304936184,1.18220333122075,9.731066667
"558","WellR06-C06H2B_day11",74,"27",11,"SKMEL5","PLX4720",6.20945336562895,1.50901364748786,10.7534125
"559","WellR06-C06H2B_day12",67,"27",12,"SKMEL5","PLX4720",6.06608919045777,1.36564947231668,10.99522083
"560","WellR06-C06H2B_day13",81,"27",13,"SKMEL5","PLX4720",6.33985000288462,1.63941028474353,11.78024167
"561","WellR06-C06H2B_day14",90,"27",14,"SKMEL5","PLX4720",6.49185309632967,1.79141337818858,12.73057917
"562","WellR06-C06H2B_day15",101,"27",15,"SKMEL5","PLX4720",6.65821148275179,1.9577717646107,12.9729875
"563","WellR06-C06H2B_day16",104,"27",16,"SKMEL5","PLX4720",6.70043971814109,2,13.70632917
"564","WellR06-C06H2B_day17",132,"27",17,"SKMEL5","PLX4720",7.04439411935845,2.34395440121736,14.875775
"565","WellR06-C06H2B_day18",182,"27",18,"SKMEL5","PLX4720",7.5077946401987,2.8073549220576,16.12682917
"566","WellR06-C06H2B_day19",200,"27",19,"SKMEL5","PLX4720",7.64385618977472,2.94341647163363,16.7051625
"567","WellR06-C06H2B_day20",240,"27",20,"SKMEL5","PLX4720",7.90689059560852,3.20645087746743,17.764825
"568","WellR06-C06H2B_day0",5,"28",0,"SKMEL5","PLX4720",2.32192809488736,-4.05311133645956,0
"569","WellR06-C06H2B_day1",10,"28",1,"SKMEL5","PLX4720",3.32192809488736,-3.05311133645956,1.712545833
"570","WellR06-C06H2B_day2",6,"28",2,"SKMEL5","PLX4720",2.58496250072116,-3.79007693062577,2.695325
"571","WellR06-C06H2B_day3",14,"28",3,"SKMEL5","PLX4720",3.8073549220576,-2.56768450928932,3.764479167
"572","WellR06-C06H2B_day4",26,"28",4,"SKMEL5","PLX4720",4.70043971814109,-1.67459971320583,4.903575
"573","WellR06-C06H2B_day5",59,"28",5,"SKMEL5","PLX4720",5.88264304936184,-0.492396381985083,5.954283333
"574","WellR06-C06H2B_day6",83,"28",6,"SKMEL5","PLX4720",6.37503943134692,0,6.897975
"575","WellR06-C06H2B_day7",74,"28",7,"SKMEL5","PLX4720",6.20945336562895,-0.165586065717974,6.982258333
"576","WellR06-C06H2B_day8",104,"28",8,"SKMEL5","PLX4720",6.70043971814109,0.325400286794167,7.6926375
"577","WellR06-C06H2B_day9",127,"28",9,"SKMEL5","PLX4720",6.98868468677217,0.613645255425241,8.924766667
"578","WellR06-C06H2B_day10",160,"28",10,"SKMEL5","PLX4720",7.32192809488736,0.946888663540438,9.731066667
"579","WellR06-C06H2B_day11",167,"28",11,"SKMEL5","PLX4720",7.38370429247405,1.00866486112713,10.7534125
"580","WellR06-C06H2B_day12",165,"28",12,"SKMEL5","PLX4720",7.36632221424582,0.991282782898891,10.99522083
"581","WellR06-C06H2B_day13",186,"28",13,"SKMEL5","PLX4720",7.53915881110803,1.16411937976111,11.78024167
"582","WellR06-C06H2B_day14",194,"28",14,"SKMEL5","PLX4720",7.59991284218713,1.2248734108402,12.73057917
"583","WellR06-C06H2B_day15",189,"28",15,"SKMEL5","PLX4720",7.56224242422107,1.18720299287415,12.9729875
"584","WellR06-C06H2B_day16",202,"28",16,"SKMEL5","PLX4720",7.65821148275179,1.28317205140487,13.70632917
"585","WellR06-C06H2B_day17",211,"28",17,"SKMEL5","PLX4720",7.72109918870718,1.34605975736026,14.875775
"586","WellR06-C06H2B_day18",214,"28",18,"SKMEL5","PLX4720",7.74146698640115,1.36642755505422,16.12682917
"587","WellR06-C06H2B_day19",227,"28",19,"SKMEL5","PLX4720",7.82654848729092,1.45150905594399,16.7051625
"588","WellR06-C06H2B_day20",235,"28",20,"SKMEL5","PLX4720",7.876516946565,1.50147751521807,17.764825
"589","WellR06-C07H2B_day0",6,"29",0,"SKMEL5","PLX4720",2.58496250072116,-5.07324898203064,0
"590","WellR06-C07H2B_day1",7,"29",1,"SKMEL5","PLX4720",2.8073549220576,-4.85085656069419,1.712545833
"591","WellR06-C07H2B_day2",16,"29",2,"SKMEL5","PLX4720",4,-3.65821148275179,2.695325
"592","WellR06-C07H2B_day3",40,"29",3,"SKMEL5","PLX4720",5.32192809488736,-2.33628338786443,3.764479167
"593","WellR06-C07H2B_day4",72,"29",4,"SKMEL5","PLX4720",6.16992500144231,-1.48828648130948,4.903575
"594","WellR06-C07H2B_day5",118,"29",5,"SKMEL5","PLX4720",6.88264304936184,-0.775568433389953,5.954283333
"595","WellR06-C07H2B_day6",202,"29",6,"SKMEL5","PLX4720",7.65821148275179,0,6.897975
"596","WellR06-C07H2B_day7",206,"29",7,"SKMEL5","PLX4720",7.68650052718322,0.0282890444314239,6.982258333
"597","WellR06-C07H2B_day8",283,"29",8,"SKMEL5","PLX4720",8.14465824283188,0.486446760080088,7.6926375
"598","WellR06-C07H2B_day9",343,"29",9,"SKMEL5","PLX4720",8.42206476617281,0.763853283421018,8.924766667
"599","WellR06-C07H2B_day10",424,"29",10,"SKMEL5","PLX4720",8.7279204545632,1.0697089718114,9.731066667
"600","WellR06-C07H2B_day11",455,"29",11,"SKMEL5","PLX4720",8.82972273508606,1.17151125233426,10.7534125
"601","WellR06-C07H2B_day12",415,"29",12,"SKMEL5","PLX4720",8.69696752623429,1.03875604348249,10.99522083
"602","WellR06-C07H2B_day13",460,"29",13,"SKMEL5","PLX4720",8.84549005094438,1.18727856819258,11.78024167
"603","WellR06-C07H2B_day14",503,"29",14,"SKMEL5","PLX4720",8.97441458980553,1.31620310705373,12.73057917
"604","WellR06-C07H2B_day15",561,"29",15,"SKMEL5","PLX4720",9.13185696060879,1.473645477857,12.9729875
"605","WellR06-C07H2B_day16",604,"29",16,"SKMEL5","PLX4720",9.23840473932508,1.58019325657328,13.70632917
"606","WellR06-C07H2B_day17",691,"29",17,"SKMEL5","PLX4720",9.43254190038826,1.77433041763646,14.875775
"607","WellR06-C07H2B_day18",743,"29",18,"SKMEL5","PLX4720",9.5372184005386,1.8790069177868,16.12682917
"608","WellR06-C07H2B_day19",762,"29",19,"SKMEL5","PLX4720",9.57364718749332,1.91543570474153,16.7051625
"609","WellR06-C07H2B_day20",836,"29",20,"SKMEL5","PLX4720",9.70735913208088,2.04914764932909,17.764825
"610","WellR06-C07H2B_day0",3,"30",0,"SKMEL5","PLX4720",1.58496250072116,-4.96962635095648,0
"611","WellR06-C07H2B_day1",7,"30",1,"SKMEL5","PLX4720",2.8073549220576,-3.74723392962003,1.712545833
"612","WellR06-C07H2B_day2",10,"30",2,"SKMEL5","PLX4720",3.32192809488736,-3.23266075679028,2.695325
"613","WellR06-C07H2B_day3",14,"30",3,"SKMEL5","PLX4720",3.8073549220576,-2.74723392962003,3.764479167
"614","WellR06-C07H2B_day4",36,"30",4,"SKMEL5","PLX4720",5.16992500144231,-1.38466385023533,4.903575
"615","WellR06-C07H2B_day5",56,"30",5,"SKMEL5","PLX4720",5.8073549220576,-0.747233929620034,5.954283333
"616","WellR06-C07H2B_day6",94,"30",6,"SKMEL5","PLX4720",6.55458885167764,0,6.897975
"617","WellR06-C07H2B_day7",95,"30",7,"SKMEL5","PLX4720",6.56985560833095,0.0152667566533102,6.982258333
"618","WellR06-C07H2B_day8",119,"30",8,"SKMEL5","PLX4720",6.89481776330794,0.340228911630306,7.6926375
"619","WellR06-C07H2B_day9",131,"30",9,"SKMEL5","PLX4720",7.03342300153745,0.478834149859813,8.924766667
"620","WellR06-C07H2B_day10",143,"30",10,"SKMEL5","PLX4720",7.15987133677839,0.605282485100751,9.731066667
"621","WellR06-C07H2B_day11",171,"30",11,"SKMEL5","PLX4720",7.4178525148859,0.863263663208261,10.7534125
"622","WellR06-C07H2B_day12",78,"30",12,"SKMEL5","PLX4720",6.28540221886225,-0.269186632815389,10.99522083
"623","WellR06-C07H2B_day13",72,"30",13,"SKMEL5","PLX4720",6.16992500144231,-0.384663850235325,11.78024167
"624","WellR06-C07H2B_day14",75,"30",14,"SKMEL5","PLX4720",6.22881869049588,-0.325770161181757,12.73057917
"625","WellR06-C07H2B_day15",69,"30",15,"SKMEL5","PLX4720",6.10852445677817,-0.446064394899468,12.9729875
"626","WellR06-C07H2B_day16",70,"30",16,"SKMEL5","PLX4720",6.12928301694497,-0.425305834732671,13.70632917
"627","WellR06-C07H2B_day17",67,"30",17,"SKMEL5","PLX4720",6.06608919045777,-0.488499661219866,14.875775
"628","WellR06-C07H2B_day18",73,"30",18,"SKMEL5","PLX4720",6.18982455888002,-0.36476429279762,16.12682917
"629","WellR06-C07H2B_day19",74,"30",19,"SKMEL5","PLX4720",6.20945336562895,-0.345135486048687,16.7051625
"630","WellR06-C07H2B_day20",89,"30",20,"SKMEL5","PLX4720",6.4757334309664,-0.07885542071124,17.764825
"631","WellR06-C07H2B_day0",7,"31",0,"SKMEL5","PLX4720",2.8073549220576,-5.44531051039264,0
"632","WellR06-C07H2B_day1",8,"31",1,"SKMEL5","PLX4720",3,-5.25266543245025,1.712545833
"633","WellR06-C07H2B_day2",25,"31",2,"SKMEL5","PLX4720",4.64385618977472,-3.60880924267552,2.695325
"634","WellR06-C07H2B_day3",46,"31",3,"SKMEL5","PLX4720",5.52356195605701,-2.72910347639324,3.764479167
"635","WellR06-C07H2B_day4",99,"31",4,"SKMEL5","PLX4720",6.62935662007961,-1.62330881237064,4.903575
"636","WellR06-C07H2B_day5",198,"31",5,"SKMEL5","PLX4720",7.62935662007961,-0.623308812370639,5.954283333
"637","WellR06-C07H2B_day6",305,"31",6,"SKMEL5","PLX4720",8.25266543245025,0,6.897975
"638","WellR06-C07H2B_day7",306,"31",7,"SKMEL5","PLX4720",8.25738784269265,0.00472241024240283,6.982258333
"639","WellR06-C07H2B_day8",381,"31",8,"SKMEL5","PLX4720",8.57364718749332,0.320981755043073,7.6926375
"640","WellR06-C07H2B_day9",615,"31",9,"SKMEL5","PLX4720",9.2644426002266,1.01177716777635,8.924766667
"641","WellR06-C07H2B_day10",666,"31",10,"SKMEL5","PLX4720",9.37937836707126,1.12671293462101,9.731066667
"642","WellR06-C07H2B_day11",758,"31",11,"SKMEL5","PLX4720",9.56605403817109,1.31338860572084,10.7534125
"643","WellR06-C07H2B_day12",825,"31",12,"SKMEL5","PLX4720",9.68825030913318,1.43558487668293,10.99522083
"644","WellR06-C07H2B_day13",845,"31",13,"SKMEL5","PLX4720",9.72280753116955,1.4701420987193,11.78024167
"645","WellR06-C07H2B_day14",885,"31",14,"SKMEL5","PLX4720",9.78953364497036,1.53686821252011,12.73057917
"646","WellR06-C07H2B_day15",904,"31",15,"SKMEL5","PLX4720",9.82017896241519,1.56751352996494,12.9729875
"647","WellR06-C07H2B_day16",916,"31",16,"SKMEL5","PLX4720",9.83920378809694,1.5865383556467,13.70632917
"648","WellR06-C07H2B_day17",911,"31",17,"SKMEL5","PLX4720",9.83130724380205,1.5786418113518,14.875775
"649","WellR06-C07H2B_day18",939,"31",18,"SKMEL5","PLX4720",9.87498134765377,1.62231591520353,16.12682917
"650","WellR06-C07H2B_day19",954,"31",19,"SKMEL5","PLX4720",9.89784545600551,1.64518002355526,16.7051625
"651","WellR06-C07H2B_day20",933,"31",20,"SKMEL5","PLX4720",9.86573327085176,1.61306783840151,17.764825
"652","WellR06-C08H2B_day0",2,"32",0,"SKMEL5","PLX4720",1,-7.60733031374961,0
"653","WellR06-C08H2B_day1",7,"32",1,"SKMEL5","PLX4720",2.8073549220576,-5.79997539169201,1.712545833
"654","WellR06-C08H2B_day2",19,"32",2,"SKMEL5","PLX4720",4.24792751344359,-4.35940280030603,2.695325
"655","WellR06-C08H2B_day3",46,"32",3,"SKMEL5","PLX4720",5.52356195605701,-3.0837683576926,3.764479167
"656","WellR06-C08H2B_day4",105,"32",4,"SKMEL5","PLX4720",6.71424551766612,-1.89308479608349,4.903575
"657","WellR06-C08H2B_day5",220,"32",5,"SKMEL5","PLX4720",7.78135971352466,-0.825970600224951,5.954283333
"658","WellR06-C08H2B_day6",390,"32",6,"SKMEL5","PLX4720",8.60733031374961,0,6.897975
"659","WellR06-C08H2B_day7",404,"32",7,"SKMEL5","PLX4720",8.6582114827518,0.0508811690021851,6.982258333
"660","WellR06-C08H2B_day8",631,"32",8,"SKMEL5","PLX4720",9.30149619498255,0.694165881232939,7.6926375
"661","WellR06-C08H2B_day9",737,"32",9,"SKMEL5","PLX4720",9.52552080909507,0.91819049534546,8.924766667
"662","WellR06-C08H2B_day10",908,"32",10,"SKMEL5","PLX4720",9.82654848729091,1.2192181735413,9.731066667
"663","WellR06-C08H2B_day11",1052,"32",11,"SKMEL5","PLX4720",10.0389189892923,1.43158867554269,10.7534125
"664","WellR06-C08H2B_day12",990,"32",12,"SKMEL5","PLX4720",9.95128471496697,1.34395440121736,10.99522083
"665","WellR06-C08H2B_day13",1037,"32",13,"SKMEL5","PLX4720",10.0182001788132,1.41086986506362,11.78024167
"666","WellR06-C08H2B_day14",1142,"32",14,"SKMEL5","PLX4720",10.1573469353628,1.55001662161323,12.73057917
"667","WellR06-C08H2B_day15",1120,"32",15,"SKMEL5","PLX4720",10.129283016945,1.52195270319536,12.9729875
"668","WellR06-C08H2B_day16",1152,"32",16,"SKMEL5","PLX4720",10.1699250014423,1.5625946876927,13.70632917
"669","WellR06-C08H2B_day17",1274,"32",17,"SKMEL5","PLX4720",10.3151495622563,1.70781924850669,14.875775
"670","WellR06-C08H2B_day18",1290,"32",18,"SKMEL5","PLX4720",10.3331553503106,1.72582503656101,16.12682917
"671","WellR06-C08H2B_day19",1272,"32",19,"SKMEL5","PLX4720",10.3128829552844,1.70555264153474,16.7051625
"672","WellR06-C08H2B_day20",1327,"32",20,"SKMEL5","PLX4720",10.3739526553702,1.76662234162058,17.764825
"673","WellR06-C08H2B_day0",3,"33",0,"SKMEL5","PLX4720",1.58496250072116,-5.99246632731459,0
"674","WellR06-C08H2B_day1",9,"33",1,"SKMEL5","PLX4720",3.16992500144231,-4.40750382659344,1.712545833
"675","WellR06-C08H2B_day2",18,"33",2,"SKMEL5","PLX4720",4.16992500144231,-3.40750382659344,2.695325
"676","WellR06-C08H2B_day3",33,"33",3,"SKMEL5","PLX4720",5.04439411935845,-2.5330347086773,3.764479167
"677","WellR06-C08H2B_day4",71,"33",4,"SKMEL5","PLX4720",6.14974711950468,-1.42768170853107,4.903575
"678","WellR06-C08H2B_day5",126,"33",5,"SKMEL5","PLX4720",6.97727992349992,-0.600148904535832,5.954283333
"679","WellR06-C08H2B_day6",191,"33",6,"SKMEL5","PLX4720",7.57742882803575,0,6.897975
"680","WellR06-C08H2B_day7",210,"33",7,"SKMEL5","PLX4720",7.71424551766612,0.136816689630374,6.982258333
"681","WellR06-C08H2B_day8",269,"33",8,"SKMEL5","PLX4720",8.07146236255662,0.494033534520875,7.6926375
"682","WellR06-C08H2B_day9",336,"33",9,"SKMEL5","PLX4720",8.39231742277876,0.814888594743011,8.924766667
"683","WellR06-C08H2B_day10",339,"33",10,"SKMEL5","PLX4720",8.40514146313634,0.827712635100595,9.731066667
"684","WellR06-C08H2B_day11",336,"33",11,"SKMEL5","PLX4720",8.39231742277876,0.814888594743011,10.7534125
"685","WellR06-C08H2B_day12",330,"33",12,"SKMEL5","PLX4720",8.36632221424582,0.788893386210067,10.99522083
"686","WellR06-C08H2B_day13",326,"33",13,"SKMEL5","PLX4720",8.34872815423108,0.771299326195328,11.78024167
"687","WellR06-C08H2B_day14",338,"33",14,"SKMEL5","PLX4720",8.40087943628218,0.823450608246435,12.73057917
"688","WellR06-C08H2B_day15",342,"33",15,"SKMEL5","PLX4720",8.4178525148859,0.840423686850149,12.9729875
"689","WellR06-C08H2B_day16",364,"33",16,"SKMEL5","PLX4720",8.5077946401987,0.930365812162948,13.70632917
