"","Slice","Count","cID","timePt","cellLine","drug","l2","nl2","day"
"25","WellR04-C02H2B_day3",10,"2",3,"SKMEL5","PLX4720",3.32192809488736,-2.94485844580754,3.764479167
"26","WellR04-C02H2B_day4",23,"2",4,"SKMEL5","PLX4720",4.52356195605701,-1.74322458463789,4.903575
"27","WellR04-C02H2B_day5",39,"2",5,"SKMEL5","PLX4720",5.28540221886225,-0.981384321832652,5.954283333
"28","WellR04-C02H2B_day6",77,"2",6,"SKMEL5","PLX4720",6.2667865406949,0,6.897975
"29","WellR04-C02H2B_day7",64,"2",7,"SKMEL5","PLX4720",6,-0.266786540694901,6.982258333
"30","WellR04-C02H2B_day8",116,"2",8,"SKMEL5","PLX4720",6.85798099512757,0.591194454432671,7.6926375
"31","WellR04-C02H2B_day9",75,"2",9,"SKMEL5","PLX4720",6.22881869049588,-0.0379678501990206,8.924766667
"32","WellR04-C02H2B_day10",73,"2",10,"SKMEL5","PLX4720",6.18982455888002,-0.0769619818148835,9.731066667
"33","WellR04-C02H2B_day11",53,"2",11,"SKMEL5","PLX4720",5.7279204545632,-0.538866086131702,10.7534125
"34","WellR04-C02H2B_day12",45,"2",12,"SKMEL5","PLX4720",5.49185309632967,-0.774933444365226,10.99522083
"35","WellR04-C02H2B_day13",45,"2",13,"SKMEL5","PLX4720",5.49185309632967,-0.774933444365226,11.78024167
"36","WellR04-C02H2B_day14",30,"2",14,"SKMEL5","PLX4720",4.90689059560852,-1.35989594508638,12.73057917
"37","WellR04-C02H2B_day15",9,"2",15,"SKMEL5","PLX4720",3.16992500144231,-3.09686153925259,12.9729875
"38","WellR04-C02H2B_day16",8,"2",16,"SKMEL5","PLX4720",3,-3.2667865406949,13.70632917
"39","WellR04-C02H2B_day17",8,"2",17,"SKMEL5","PLX4720",3,-3.2667865406949,14.875775
"40","WellR04-C02H2B_day18",12,"2",18,"SKMEL5","PLX4720",3.58496250072116,-2.68182403997374,16.12682917
"41","WellR04-C02H2B_day19",14,"2",19,"SKMEL5","PLX4720",3.8073549220576,-2.4594316186373,16.7051625
"42","WellR04-C02H2B_day20",16,"2",20,"SKMEL5","PLX4720",4,-2.2667865406949,17.764825
"43","WellR04-C02H2B_day0",1,"3",0,"SKMEL5","PLX4720",0,-5.52356195605701,0
"44","WellR04-C02H2B_day1",1,"3",1,"SKMEL5","PLX4720",0,-5.52356195605701,1.712545833
"45","WellR04-C02H2B_day2",5,"3",2,"SKMEL5","PLX4720",2.32192809488736,-3.20163386116965,2.695325
"46","WellR04-C02H2B_day3",7,"3",3,"SKMEL5","PLX4720",2.8073549220576,-2.71620703399941,3.764479167
"47","WellR04-C02H2B_day4",23,"3",4,"SKMEL5","PLX4720",4.52356195605701,-1,4.903575
"48","WellR04-C02H2B_day5",28,"3",5,"SKMEL5","PLX4720",4.8073549220576,-0.716207033999409,5.954283333
"49","WellR04-C02H2B_day6",46,"3",6,"SKMEL5","PLX4720",5.52356195605701,0,6.897975
"50","WellR04-C02H2B_day7",37,"3",7,"SKMEL5","PLX4720",5.20945336562895,-0.314108590428063,6.982258333
"51","WellR04-C02H2B_day8",31,"3",8,"SKMEL5","PLX4720",4.95419631038687,-0.569365645670138,7.6926375
"52","WellR04-C02H2B_day9",16,"3",9,"SKMEL5","PLX4720",4,-1.52356195605701,8.924766667
"53","WellR04-C02H2B_day10",15,"3",10,"SKMEL5","PLX4720",3.90689059560852,-1.61667136044849,9.731066667
"54","WellR04-C02H2B_day11",7,"3",11,"SKMEL5","PLX4720",2.8073549220576,-2.71620703399941,10.7534125
"55","WellR04-C02H2B_day12",5,"3",12,"SKMEL5","PLX4720",2.32192809488736,-3.20163386116965,10.99522083
"56","WellR04-C02H2B_day13",3,"3",13,"SKMEL5","PLX4720",1.58496250072116,-3.93859945533586,11.78024167
"57","WellR04-C02H2B_day14",5,"3",14,"SKMEL5","PLX4720",2.32192809488736,-3.20163386116965,12.73057917
"58","WellR04-C02H2B_day15",4,"3",15,"SKMEL5","PLX4720",2,-3.52356195605701,12.9729875
"59","WellR04-C02H2B_day16",5,"3",16,"SKMEL5","PLX4720",2.32192809488736,-3.20163386116965,13.70632917
"60","WellR04-C02H2B_day17",3,"3",17,"SKMEL5","PLX4720",1.58496250072116,-3.93859945533586,14.875775
"61","WellR04-C02H2B_day18",7,"3",18,"SKMEL5","PLX4720",2.8073549220576,-2.71620703399941,16.12682917
"62","WellR04-C02H2B_day19",8,"3",19,"SKMEL5","PLX4720",3,-2.52356195605701,16.7051625
"63","WellR04-C02H2B_day20",8,"3",20,"SKMEL5","PLX4720",3,-2.52356195605701,17.764825
"64","WellR04-C03H2B_day0",1,"4",0,"SKMEL5","PLX4720",0,-5.70043971814109,0
"65","WellR04-C03H2B_day1",4,"4",1,"SKMEL5","PLX4720",2,-3.70043971814109,1.712545833
"66","WellR04-C03H2B_day2",8,"4",2,"SKMEL5","PLX4720",3,-2.70043971814109,2.695325
"67","WellR04-C03H2B_day3",12,"4",3,"SKMEL5","PLX4720",3.58496250072116,-2.11547721741994,3.764479167
"68","WellR04-C03H2B_day4",24,"4",4,"SKMEL5","PLX4720",4.58496250072116,-1.11547721741994,4.903575
"69","WellR04-C03H2B_day5",37,"4",5,"SKMEL5","PLX4720",5.20945336562895,-0.490986352512142,5.954283333
"70","WellR04-C03H2B_day6",52,"4",6,"SKMEL5","PLX4720",5.70043971814109,0,6.897975
"71","WellR04-C03H2B_day7",50,"4",7,"SKMEL5","PLX4720",5.64385618977472,-0.0565835283663674,6.982258333
"72","WellR04-C03H2B_day8",55,"4",8,"SKMEL5","PLX4720",5.78135971352466,0.0809199953835682,7.6926375
"73","WellR04-C03H2B_day9",52,"4",9,"SKMEL5","PLX4720",5.70043971814109,0,8.924766667
"74","WellR04-C03H2B_day10",48,"4",10,"SKMEL5","PLX4720",5.58496250072116,-0.115477217419936,9.731066667
"75","WellR04-C03H2B_day11",49,"4",11,"SKMEL5","PLX4720",5.61470984411521,-0.0857298740258834,10.7534125
"76","WellR04-C03H2B_day12",55,"4",12,"SKMEL5","PLX4720",5.78135971352466,0.0809199953835682,10.99522083
"77","WellR04-C03H2B_day13",66,"4",13,"SKMEL5","PLX4720",6.04439411935845,0.343954401217362,11.78024167
"78","WellR04-C03H2B_day14",57,"4",14,"SKMEL5","PLX4720",5.83289001416474,0.13245029602365,12.73057917
"79","WellR04-C03H2B_day15",46,"4",15,"SKMEL5","PLX4720",5.52356195605701,-0.176877762084079,12.9729875
"80","WellR04-C03H2B_day16",44,"4",16,"SKMEL5","PLX4720",5.4594316186373,-0.241008099503794,13.70632917
"81","WellR04-C03H2B_day17",37,"4",17,"SKMEL5","PLX4720",5.20945336562895,-0.490986352512142,14.875775
"82","WellR04-C03H2B_day18",30,"4",18,"SKMEL5","PLX4720",4.90689059560852,-0.793549122532573,16.12682917
"83","WellR04-C03H2B_day19",26,"4",19,"SKMEL5","PLX4720",4.70043971814109,-1,16.7051625
"84","WellR04-C03H2B_day20",23,"4",20,"SKMEL5","PLX4720",4.52356195605701,-1.17687776208408,17.764825
"85","WellR04-C03H2B_day0",2,"5",0,"SKMEL5","PLX4720",1,-5.8073549220576,0
"86","WellR04-C03H2B_day1",7,"5",1,"SKMEL5","PLX4720",2.8073549220576,-4,1.712545833
"87","WellR04-C03H2B_day2",12,"5",2,"SKMEL5","PLX4720",3.58496250072116,-3.22239242133645,2.695325
"88","WellR04-C03H2B_day3",21,"5",3,"SKMEL5","PLX4720",4.39231742277876,-2.41503749927884,3.764479167
"89","WellR04-C03H2B_day4",40,"5",4,"SKMEL5","PLX4720",5.32192809488736,-1.48542682717024,4.903575
"90","WellR04-C03H2B_day5",67,"5",5,"SKMEL5","PLX4720",6.06608919045777,-0.741265731599832,5.954283333
"91","WellR04-C03H2B_day6",112,"5",6,"SKMEL5","PLX4720",6.8073549220576,0,6.897975
"92","WellR04-C03H2B_day7",103,"5",7,"SKMEL5","PLX4720",6.68650052718322,-0.120854394874385,6.982258333
"93","WellR04-C03H2B_day8",109,"5",8,"SKMEL5","PLX4720",6.76818432477693,-0.0391705972806777,7.6926375
"94","WellR04-C03H2B_day9",69,"5",9,"SKMEL5","PLX4720",6.10852445677817,-0.698830465279435,8.924766667
"95","WellR04-C03H2B_day10",61,"5",10,"SKMEL5","PLX4720",5.93073733756289,-0.876617584494717,9.731066667
"96","WellR04-C03H2B_day11",55,"5",11,"SKMEL5","PLX4720",5.78135971352466,-1.02599520853294,10.7534125
"97","WellR04-C03H2B_day12",46,"5",12,"SKMEL5","PLX4720",5.52356195605701,-1.28379296600059,10.99522083
"98","WellR04-C03H2B_day13",45,"5",13,"SKMEL5","PLX4720",5.49185309632967,-1.31550182572793,11.78024167
"99","WellR04-C03H2B_day14",36,"5",14,"SKMEL5","PLX4720",5.16992500144231,-1.63742992061529,12.73057917
"100","WellR04-C03H2B_day15",28,"5",15,"SKMEL5","PLX4720",4.8073549220576,-2,12.9729875
"101","WellR04-C03H2B_day16",27,"5",16,"SKMEL5","PLX4720",4.75488750216347,-2.05246741989414,13.70632917
"102","WellR04-C03H2B_day17",22,"5",17,"SKMEL5","PLX4720",4.4594316186373,-2.34792330342031,14.875775
"103","WellR04-C03H2B_day18",20,"5",18,"SKMEL5","PLX4720",4.32192809488736,-2.48542682717024,16.12682917
"104","WellR04-C03H2B_day19",20,"5",19,"SKMEL5","PLX4720",4.32192809488736,-2.48542682717024,16.7051625
"105","WellR04-C03H2B_day20",18,"5",20,"SKMEL5","PLX4720",4.16992500144231,-2.63742992061529,17.764825
"106","WellR04-C03H2B_day0",4,"6",0,"SKMEL5","PLX4720",2,-5,0
"107","WellR04-C03H2B_day1",13,"6",1,"SKMEL5","PLX4720",3.70043971814109,-3.29956028185891,1.712545833
"108","WellR04-C03H2B_day2",21,"6",2,"SKMEL5","PLX4720",4.39231742277876,-2.60768257722124,2.695325
"109","WellR04-C03H2B_day3",30,"6",3,"SKMEL5","PLX4720",4.90689059560852,-2.09310940439148,3.764479167
"110","WellR04-C03H2B_day4",64,"6",4,"SKMEL5","PLX4720",6,-1,4.903575
"111","WellR04-C03H2B_day5",94,"6",5,"SKMEL5","PLX4720",6.55458885167764,-0.445411148322362,5.954283333
"112","WellR04-C03H2B_day6",128,"6",6,"SKMEL5","PLX4720",7,0,6.897975
"113","WellR04-C03H2B_day7",122,"6",7,"SKMEL5","PLX4720",6.93073733756289,-0.0692626624371133,6.982258333
"114","WellR04-C03H2B_day8",169,"6",8,"SKMEL5","PLX4720",7.40087943628218,0.400879436282184,7.6926375
"115","WellR04-C03H2B_day9",151,"6",9,"SKMEL5","PLX4720",7.23840473932508,0.238404739325079,8.924766667
"116","WellR04-C03H2B_day10",157,"6",10,"SKMEL5","PLX4720",7.29462074889163,0.294620748891627,9.731066667
"117","WellR04-C03H2B_day11",160,"6",11,"SKMEL5","PLX4720",7.32192809488736,0.321928094887363,10.7534125
"118","WellR04-C03H2B_day12",154,"6",12,"SKMEL5","PLX4720",7.2667865406949,0.266786540694901,10.99522083
"119","WellR04-C03H2B_day13",172,"6",13,"SKMEL5","PLX4720",7.4262647547021,0.426264754702098,11.78024167
"120","WellR04-C03H2B_day14",161,"6",14,"SKMEL5","PLX4720",7.33091687811462,0.330916878114617,12.73057917
"121","WellR04-C03H2B_day15",147,"6",15,"SKMEL5","PLX4720",7.19967234483636,0.199672344836364,12.9729875
"122","WellR04-C03H2B_day16",165,"6",16,"SKMEL5","PLX4720",7.36632221424582,0.366322214245816,13.70632917
"123","WellR04-C03H2B_day17",159,"6",17,"SKMEL5","PLX4720",7.31288295528436,0.312882955284356,14.875775
"124","WellR04-C03H2B_day18",138,"6",18,"SKMEL5","PLX4720",7.10852445677817,0.108524456778169,16.12682917
"125","WellR04-C03H2B_day19",146,"6",19,"SKMEL5","PLX4720",7.18982455888002,0.189824558880018,16.7051625
"126","WellR04-C03H2B_day20",109,"6",20,"SKMEL5","PLX4720",6.76818432477693,-0.231815675223074,17.764825
"127","WellR04-C03H2B_day0",2,"7",0,"SKMEL5","PLX4720",1,-6.09803208296053,0
"128","WellR04-C03H2B_day1",5,"7",1,"SKMEL5","PLX4720",2.32192809488736,-4.77610398807316,1.712545833
"129","WellR04-C03H2B_day2",12,"7",2,"SKMEL5","PLX4720",3.58496250072116,-3.51306958223937,2.695325
"130","WellR04-C03H2B_day3",29,"7",3,"SKMEL5","PLX4720",4.85798099512757,-2.24005108783295,3.764479167
"131","WellR04-C03H2B_day4",38,"7",4,"SKMEL5","PLX4720",5.24792751344359,-1.85010456951694,4.903575
"132","WellR04-C03H2B_day5",76,"7",5,"SKMEL5","PLX4720",6.24792751344359,-0.850104569516941,5.954283333
"133","WellR04-C03H2B_day6",137,"7",6,"SKMEL5","PLX4720",7.09803208296053,0,6.897975
"134","WellR04-C03H2B_day7",142,"7",7,"SKMEL5","PLX4720",7.14974711950468,0.0517150365441559,6.982258333
"135","WellR04-C03H2B_day8",169,"7",8,"SKMEL5","PLX4720",7.40087943628218,0.302847353321658,7.6926375
"136","WellR04-C03H2B_day9",192,"7",9,"SKMEL5","PLX4720",7.58496250072116,0.48693041776063,8.924766667
"137","WellR04-C03H2B_day10",211,"7",10,"SKMEL5","PLX4720",7.72109918870718,0.623067105746658,9.731066667
"138","WellR04-C03H2B_day11",304,"7",11,"SKMEL5","PLX4720",8.24792751344359,1.14989543048306,10.7534125
"139","WellR04-C03H2B_day12",334,"7",12,"SKMEL5","PLX4720",8.38370429247405,1.28567220951353,10.99522083
"140","WellR04-C03H2B_day13",399,"7",13,"SKMEL5","PLX4720",8.64024493622235,1.54221285326182,11.78024167
"141","WellR04-C03H2B_day14",497,"7",14,"SKMEL5","PLX4720",8.95710204156229,1.85906995860176,12.73057917
"142","WellR04-C03H2B_day15",515,"7",15,"SKMEL5","PLX4720",9.00842862207058,1.91039653911005,12.9729875
"143","WellR04-C03H2B_day16",566,"7",16,"SKMEL5","PLX4720",9.14465824283188,2.04662615987136,13.70632917
"144","WellR04-C03H2B_day17",698,"7",17,"SKMEL5","PLX4720",9.44708322620965,2.34905114324913,14.875775
"145","WellR04-C03H2B_day18",811,"7",18,"SKMEL5","PLX4720",9.66355810421727,2.56552602125675,16.12682917
"146","WellR04-C03H2B_day19",899,"7",19,"SKMEL5","PLX4720",9.81217730551445,2.71414522255392,16.7051625
"147","WellR04-C03H2B_day20",970,"7",20,"SKMEL5","PLX4720",9.92184093707449,2.82380885411396,17.764825
"148","WellR04-C03H2B_day0",2,"8",0,"SKMEL5","PLX4720",1,-5.02236781302845,0
"149","WellR04-C03H2B_day1",4,"8",1,"SKMEL5","PLX4720",2,-4.02236781302845,1.712545833
"150","WellR04-C03H2B_day2",12,"8",2,"SKMEL5","PLX4720",3.58496250072116,-2.4374053123073,2.695325
"151","WellR04-C03H2B_day3",18,"8",3,"SKMEL5","PLX4720",4.16992500144231,-1.85244281158614,3.764479167
"152","WellR04-C03H2B_day4",29,"8",4,"SKMEL5","PLX4720",4.85798099512757,-1.16438681790088,4.903575
"153","WellR04-C03H2B_day5",42,"8",5,"SKMEL5","PLX4720",5.39231742277876,-0.630050390249694,5.954283333
"154","WellR04-C03H2B_day6",65,"8",6,"SKMEL5","PLX4720",6.02236781302845,0,6.897975
"155","WellR04-C03H2B_day7",68,"8",7,"SKMEL5","PLX4720",6.08746284125034,0.0650950282218847,6.982258333
"156","WellR04-C03H2B_day8",78,"8",8,"SKMEL5","PLX4720",6.28540221886225,0.263034405833794,7.6926375
"157","WellR04-C03H2B_day9",49,"8",9,"SKMEL5","PLX4720",5.61470984411521,-0.407657968913246,8.924766667
"158","WellR04-C03H2B_day10",73,"8",10,"SKMEL5","PLX4720",6.18982455888002,0.167456745851563,9.731066667
"159","WellR04-C03H2B_day11",65,"8",11,"SKMEL5","PLX4720",6.02236781302845,0,10.7534125
"160","WellR04-C03H2B_day12",50,"8",12,"SKMEL5","PLX4720",5.64385618977472,-0.37851162325373,10.99522083
"161","WellR04-C03H2B_day13",58,"8",13,"SKMEL5","PLX4720",5.85798099512757,-0.164386817900882,11.78024167
"162","WellR04-C03H2B_day14",44,"8",14,"SKMEL5","PLX4720",5.4594316186373,-0.562936194391157,12.73057917
"163","WellR04-C03H2B_day15",12,"8",15,"SKMEL5","PLX4720",3.58496250072116,-2.4374053123073,12.9729875
"164","WellR04-C03H2B_day16",12,"8",16,"SKMEL5","PLX4720",3.58496250072116,-2.4374053123073,13.70632917
"165","WellR04-C03H2B_day17",4,"8",17,"SKMEL5","PLX4720",2,-4.02236781302845,14.875775
"166","WellR04-C03H2B_day18",4,"8",18,"SKMEL5","PLX4720",2,-4.02236781302845,16.12682917
"167","WellR04-C03H2B_day19",4,"8",19,"SKMEL5","PLX4720",2,-4.02236781302845,16.7051625
"168","WellR04-C03H2B_day20",7,"8",20,"SKMEL5","PLX4720",2.8073549220576,-3.21501289097085,17.764825
"169","WellR04-C03H2B_day0",2,"9",0,"SKMEL5","PLX4720",1,-5.39231742277876,0
"170","WellR04-C03H2B_day1",5,"9",1,"SKMEL5","PLX4720",2.32192809488736,-4.0703893278914,1.712545833
"171","WellR04-C03H2B_day2",5,"9",2,"SKMEL5","PLX4720",2.32192809488736,-4.0703893278914,2.695325
"172","WellR04-C03H2B_day3",12,"9",3,"SKMEL5","PLX4720",3.58496250072116,-2.8073549220576,3.764479167
"173","WellR04-C03H2B_day4",25,"9",4,"SKMEL5","PLX4720",4.64385618977472,-1.74846123300404,4.903575
"174","WellR04-C03H2B_day5",44,"9",5,"SKMEL5","PLX4720",5.4594316186373,-0.932885804141463,5.954283333
"175","WellR04-C03H2B_day6",84,"9",6,"SKMEL5","PLX4720",6.39231742277876,0,6.897975
"176","WellR04-C03H2B_day7",82,"9",7,"SKMEL5","PLX4720",6.35755200461808,-0.0347654181606769,6.982258333
"177","WellR04-C03H2B_day8",104,"9",8,"SKMEL5","PLX4720",6.70043971814109,0.308122295362331,7.6926375
"178","WellR04-C03H2B_day9",121,"9",9,"SKMEL5","PLX4720",6.91886323727459,0.526545814495834,8.924766667
"179","WellR04-C03H2B_day10",127,"9",10,"SKMEL5","PLX4720",6.98868468677217,0.596367263993405,9.731066667
"180","WellR04-C03H2B_day11",141,"9",11,"SKMEL5","PLX4720",7.13955135239879,0.747233929620033,10.7534125
"181","WellR04-C03H2B_day12",146,"9",12,"SKMEL5","PLX4720",7.18982455888002,0.797507136101257,10.99522083
"182","WellR04-C03H2B_day13",151,"9",13,"SKMEL5","PLX4720",7.23840473932508,0.846087316546318,11.78024167
"183","WellR04-C03H2B_day14",153,"9",14,"SKMEL5","PLX4720",7.25738784269265,0.865070419913891,12.73057917
"184","WellR04-C03H2B_day15",155,"9",15,"SKMEL5","PLX4720",7.27612440527424,0.883806982495477,12.9729875
"185","WellR04-C03H2B_day16",164,"9",16,"SKMEL5","PLX4720",7.35755200461808,0.965234581839323,13.70632917
"186","WellR04-C03H2B_day17",167,"9",17,"SKMEL5","PLX4720",7.38370429247405,0.991386869695291,14.875775
"187","WellR04-C03H2B_day18",178,"9",18,"SKMEL5","PLX4720",7.4757334309664,1.08341600818764,16.12682917
"188","WellR04-C03H2B_day19",166,"9",19,"SKMEL5","PLX4720",7.37503943134692,0.982722008568164,16.7051625
"189","WellR04-C03H2B_day20",184,"9",20,"SKMEL5","PLX4720",7.52356195605701,1.13124453327825,17.764825
"190","WellR04-C04H2B_day0",5,"10",0,"SKMEL5","PLX4720",2.32192809488736,-4.70043971814109,0
"191","WellR04-C04H2B_day1",9,"10",1,"SKMEL5","PLX4720",3.16992500144231,-3.85244281158614,1.712545833
"192","WellR04-C04H2B_day2",13,"10",2,"SKMEL5","PLX4720",3.70043971814109,-3.32192809488736,2.695325
"193","WellR04-C04H2B_day3",24,"10",3,"SKMEL5","PLX4720",4.58496250072116,-2.4374053123073,3.764479167
"194","WellR04-C04H2B_day4",47,"10",4,"SKMEL5","PLX4720",5.55458885167764,-1.46777896135082,4.903575
"195","WellR04-C04H2B_day5",70,"10",5,"SKMEL5","PLX4720",6.12928301694497,-0.893084796083488,5.954283333
"196","WellR04-C04H2B_day6",130,"10",6,"SKMEL5","PLX4720",7.02236781302845,0,6.897975
"197","WellR04-C04H2B_day7",127,"10",7,"SKMEL5","PLX4720",6.98868468677217,-0.0336831262562889,6.982258333
"198","WellR04-C04H2B_day8",171,"10",8,"SKMEL5","PLX4720",7.4178525148859,0.395484701857444,7.6926375
"199","WellR04-C04H2B_day9",136,"10",9,"SKMEL5","PLX4720",7.08746284125034,0.0650950282218847,8.924766667
"200","WellR04-C04H2B_day10",129,"10",10,"SKMEL5","PLX4720",7.01122725542325,-0.0111405576052004,9.731066667
"201","WellR04-C04H2B_day11",123,"10",11,"SKMEL5","PLX4720",6.94251450533924,-0.0798533076892145,10.7534125
"202","WellR04-C04H2B_day12",130,"10",12,"SKMEL5","PLX4720",7.02236781302845,0,10.99522083
"203","WellR04-C04H2B_day13",118,"10",13,"SKMEL5","PLX4720",6.88264304936184,-0.139724763666613,11.78024167
"204","WellR04-C04H2B_day14",126,"10",14,"SKMEL5","PLX4720",6.97727992349992,-0.0450878895285376,12.73057917
"205","WellR04-C04H2B_day15",122,"10",15,"SKMEL5","PLX4720",6.93073733756289,-0.0916304754655677,12.9729875
"206","WellR04-C04H2B_day16",131,"10",16,"SKMEL5","PLX4720",7.03342300153745,0.0110551885089958,13.70632917
"207","WellR04-C04H2B_day17",136,"10",17,"SKMEL5","PLX4720",7.08746284125034,0.0650950282218847,14.875775
"208","WellR04-C04H2B_day18",111,"10",18,"SKMEL5","PLX4720",6.79441586635011,-0.227951946678348,16.12682917
"209","WellR04-C04H2B_day19",113,"10",19,"SKMEL5","PLX4720",6.82017896241519,-0.202188850613267,16.7051625
"210","WellR04-C04H2B_day20",113,"10",20,"SKMEL5","PLX4720",6.82017896241519,-0.202188850613267,17.764825
"211","WellR04-C04H2B_day0",2,"11",0,"SKMEL5","PLX4720",1,-6.64385618977472,0
"212","WellR04-C04H2B_day1",7,"11",1,"SKMEL5","PLX4720",2.8073549220576,-4.83650126771712,1.712545833
"213","WellR04-C04H2B_day2",13,"11",2,"SKMEL5","PLX4720",3.70043971814109,-3.94341647163363,2.695325
"214","WellR04-C04H2B_day3",22,"11",3,"SKMEL5","PLX4720",4.4594316186373,-3.18442457113743,3.764479167
"215","WellR04-C04H2B_day4",65,"11",4,"SKMEL5","PLX4720",6.02236781302845,-1.62148837674627,4.903575
"216","WellR04-C04H2B_day5",118,"11",5,"SKMEL5","PLX4720",6.88264304936184,-0.761213140412883,5.954283333
"217","WellR04-C04H2B_day6",200,"11",6,"SKMEL5","PLX4720",7.64385618977472,0,6.897975
"218","WellR04-C04H2B_day7",196,"11",7,"SKMEL5","PLX4720",7.61470984411521,-0.029146345659516,6.982258333
"219","WellR04-C04H2B_day8",238,"11",8,"SKMEL5","PLX4720",7.89481776330794,0.250961573533219,7.6926375
"220","WellR04-C04H2B_day9",165,"11",9,"SKMEL5","PLX4720",7.36632221424582,-0.277533975528908,8.924766667
"221","WellR04-C04H2B_day10",188,"11",10,"SKMEL5","PLX4720",7.55458885167764,-0.0892673380970868,9.731066667
"222","WellR04-C04H2B_day11",233,"11",11,"SKMEL5","PLX4720",7.86418614465428,0.220329954879556,10.7534125
"223","WellR04-C04H2B_day12",249,"11",12,"SKMEL5","PLX4720",7.96000193206808,0.316145742293356,10.99522083
"224","WellR04-C04H2B_day13",265,"11",13,"SKMEL5","PLX4720",8.04984854945056,0.405992359675838,11.78024167
"225","WellR04-C04H2B_day14",305,"11",14,"SKMEL5","PLX4720",8.25266543245025,0.608809242675524,12.73057917
"226","WellR04-C04H2B_day15",297,"11",15,"SKMEL5","PLX4720",8.21431912080077,0.570462931026042,12.9729875
"227","WellR04-C04H2B_day16",309,"11",16,"SKMEL5","PLX4720",8.27146302790437,0.62760683812965,13.70632917
"228","WellR04-C04H2B_day17",336,"11",17,"SKMEL5","PLX4720",8.39231742277876,0.748461233004035,14.875775
"229","WellR04-C04H2B_day18",307,"11",18,"SKMEL5","PLX4720",8.26209484537018,0.618238655595454,16.12682917
"230","WellR04-C04H2B_day19",294,"11",19,"SKMEL5","PLX4720",8.19967234483636,0.555816155061639,16.7051625
"231","WellR04-C04H2B_day20",329,"11",20,"SKMEL5","PLX4720",8.36194377373524,0.718087583960517,17.764825
"232","WellR04-C04H2B_day0",1,"12",0,"SKMEL5","PLX4720",0,-5.4594316186373,0
"233","WellR04-C04H2B_day1",4,"12",1,"SKMEL5","PLX4720",2,-3.4594316186373,1.712545833
"234","WellR04-C04H2B_day2",6,"12",2,"SKMEL5","PLX4720",2.58496250072116,-2.87446911791614,2.695325
"235","WellR04-C04H2B_day3",9,"12",3,"SKMEL5","PLX4720",3.16992500144231,-2.28950661719499,3.764479167
"236","WellR04-C04H2B_day4",17,"12",4,"SKMEL5","PLX4720",4.08746284125034,-1.37196877738696,4.903575
