"","Slice","Count","cID","timePt","cellLine","drug","l2","nl2","day"
"32","WellR02-C04H2B_day10",52,"2",10,"SKMEL5","PLX4720",5.70043971814109,0.0857298740258834,9.731066667
"33","WellR02-C04H2B_day11",51,"2",11,"SKMEL5","PLX4720",5.6724253419715,0.0577154978562868,10.7534125
"34","WellR02-C04H2B_day12",42,"2",12,"SKMEL5","PLX4720",5.39231742277876,-0.222392421336448,10.99522083
"35","WellR02-C04H2B_day13",42,"2",13,"SKMEL5","PLX4720",5.39231742277876,-0.222392421336448,11.78024167
"36","WellR02-C04H2B_day14",39,"2",14,"SKMEL5","PLX4720",5.28540221886225,-0.32930762525296,12.73057917
"37","WellR02-C04H2B_day15",2,"2",15,"SKMEL5","PLX4720",1,-4.61470984411521,12.9729875
"38","WellR02-C04H2B_day16",5,"2",16,"SKMEL5","PLX4720",2.32192809488736,-3.29278174922785,13.70632917
"39","WellR02-C04H2B_day17",5,"2",17,"SKMEL5","PLX4720",2.32192809488736,-3.29278174922785,14.875775
"40","WellR02-C04H2B_day18",7,"2",18,"SKMEL5","PLX4720",2.8073549220576,-2.8073549220576,16.12682917
"41","WellR02-C04H2B_day19",8,"2",19,"SKMEL5","PLX4720",3,-2.61470984411521,16.7051625
"42","WellR02-C04H2B_day20",6,"2",20,"SKMEL5","PLX4720",2.58496250072116,-3.02974734339405,17.764825
"43","WellR02-C04H2B_day0",1,"3",0,"SKMEL5","PLX4720",0,-6.02236781302845,0
"44","WellR02-C04H2B_day1",3,"3",1,"SKMEL5","PLX4720",1.58496250072116,-4.4374053123073,1.712545833
"45","WellR02-C04H2B_day2",5,"3",2,"SKMEL5","PLX4720",2.32192809488736,-3.70043971814109,2.695325
"46","WellR02-C04H2B_day3",11,"3",3,"SKMEL5","PLX4720",3.4594316186373,-2.56293619439116,3.764479167
"47","WellR02-C04H2B_day4",26,"3",4,"SKMEL5","PLX4720",4.70043971814109,-1.32192809488736,4.903575
"48","WellR02-C04H2B_day5",37,"3",5,"SKMEL5","PLX4720",5.20945336562895,-0.812914447399504,5.954283333
"49","WellR02-C04H2B_day6",65,"3",6,"SKMEL5","PLX4720",6.02236781302845,0,6.897975
"50","WellR02-C04H2B_day7",62,"3",7,"SKMEL5","PLX4720",5.95419631038687,-0.0681715026415795,6.982258333
"51","WellR02-C04H2B_day8",69,"3",8,"SKMEL5","PLX4720",6.10852445677817,0.0861566437497148,7.6926375
"52","WellR02-C04H2B_day9",45,"3",9,"SKMEL5","PLX4720",5.49185309632967,-0.53051471669878,8.924766667
"53","WellR02-C04H2B_day10",38,"3",10,"SKMEL5","PLX4720",5.24792751344359,-0.774440299584869,9.731066667
"54","WellR02-C04H2B_day11",41,"3",11,"SKMEL5","PLX4720",5.35755200461808,-0.664815808410371,10.7534125
"55","WellR02-C04H2B_day12",29,"3",12,"SKMEL5","PLX4720",4.85798099512757,-1.16438681790088,10.99522083
"56","WellR02-C04H2B_day13",29,"3",13,"SKMEL5","PLX4720",4.85798099512757,-1.16438681790088,11.78024167
"57","WellR02-C04H2B_day14",24,"3",14,"SKMEL5","PLX4720",4.58496250072116,-1.4374053123073,12.73057917
"58","WellR02-C04H2B_day15",9,"3",15,"SKMEL5","PLX4720",3.16992500144231,-2.85244281158614,12.9729875
"59","WellR02-C04H2B_day16",5,"3",16,"SKMEL5","PLX4720",2.32192809488736,-3.70043971814109,13.70632917
"60","WellR02-C04H2B_day17",5,"3",17,"SKMEL5","PLX4720",2.32192809488736,-3.70043971814109,14.875775
"61","WellR02-C04H2B_day18",8,"3",18,"SKMEL5","PLX4720",3,-3.02236781302845,16.12682917
"62","WellR02-C04H2B_day19",10,"3",19,"SKMEL5","PLX4720",3.32192809488736,-2.70043971814109,16.7051625
"63","WellR02-C04H2B_day20",10,"3",20,"SKMEL5","PLX4720",3.32192809488736,-2.70043971814109,17.764825
"64","WellR02-C06H2B_day0",2,"4",0,"SKMEL5","PLX4720",1,-6.15987133677839,0
"65","WellR02-C06H2B_day1",7,"4",1,"SKMEL5","PLX4720",2.8073549220576,-4.35251641472079,1.712545833
"66","WellR02-C06H2B_day2",21,"4",2,"SKMEL5","PLX4720",4.39231742277876,-2.76755391399963,2.695325
"67","WellR02-C06H2B_day3",36,"4",3,"SKMEL5","PLX4720",5.16992500144231,-1.98994633533608,3.764479167
"68","WellR02-C06H2B_day4",72,"4",4,"SKMEL5","PLX4720",6.16992500144231,-0.989946335336077,4.903575
"69","WellR02-C06H2B_day5",100,"4",5,"SKMEL5","PLX4720",6.64385618977472,-0.516015147003665,5.954283333
"70","WellR02-C06H2B_day6",143,"4",6,"SKMEL5","PLX4720",7.15987133677839,0,6.897975
"71","WellR02-C06H2B_day7",140,"4",7,"SKMEL5","PLX4720",7.12928301694497,-0.0305883198334227,6.982258333
"72","WellR02-C06H2B_day8",173,"4",8,"SKMEL5","PLX4720",7.43462822763672,0.274756890858336,7.6926375
"73","WellR02-C06H2B_day9",148,"4",9,"SKMEL5","PLX4720",7.20945336562895,0.0495820288505611,8.924766667
"74","WellR02-C06H2B_day10",136,"4",10,"SKMEL5","PLX4720",7.08746284125034,-0.07240849552805,9.731066667
"75","WellR02-C06H2B_day11",118,"4",11,"SKMEL5","PLX4720",6.88264304936184,-0.277228287416547,10.7534125
"76","WellR02-C06H2B_day12",112,"4",12,"SKMEL5","PLX4720",6.8073549220576,-0.352516414720785,10.99522083
"77","WellR02-C06H2B_day13",102,"4",13,"SKMEL5","PLX4720",6.6724253419715,-0.487445994806894,11.78024167
"78","WellR02-C06H2B_day14",90,"4",14,"SKMEL5","PLX4720",6.49185309632967,-0.668018240448714,12.73057917
"79","WellR02-C06H2B_day15",57,"4",15,"SKMEL5","PLX4720",5.83289001416474,-1.32698132261365,12.9729875
"80","WellR02-C06H2B_day16",71,"4",16,"SKMEL5","PLX4720",6.14974711950468,-1.01012421727371,13.70632917
"81","WellR02-C06H2B_day17",47,"4",17,"SKMEL5","PLX4720",5.55458885167764,-1.60528248510075,14.875775
"82","WellR02-C06H2B_day18",41,"4",18,"SKMEL5","PLX4720",5.35755200461808,-1.80231933216031,16.12682917
"83","WellR02-C06H2B_day19",39,"4",19,"SKMEL5","PLX4720",5.28540221886225,-1.87446911791614,16.7051625
"84","WellR02-C06H2B_day20",43,"4",20,"SKMEL5","PLX4720",5.4262647547021,-1.73360658207629,17.764825
"85","WellR02-C06H2B_day0",2,"5",0,"SKMEL5","PLX4720",1,-5.78135971352466,0
"86","WellR02-C06H2B_day1",9,"5",1,"SKMEL5","PLX4720",3.16992500144231,-3.61143471208235,1.712545833
"87","WellR02-C06H2B_day2",12,"5",2,"SKMEL5","PLX4720",3.58496250072116,-3.1963972128035,2.695325
"88","WellR02-C06H2B_day3",23,"5",3,"SKMEL5","PLX4720",4.52356195605701,-2.25779775746765,3.764479167
"89","WellR02-C06H2B_day4",38,"5",4,"SKMEL5","PLX4720",5.24792751344359,-1.53343220008107,4.903575
"90","WellR02-C06H2B_day5",65,"5",5,"SKMEL5","PLX4720",6.02236781302845,-0.758991900496206,5.954283333
"91","WellR02-C06H2B_day6",110,"5",6,"SKMEL5","PLX4720",6.78135971352466,0,6.897975
"92","WellR02-C06H2B_day7",104,"5",7,"SKMEL5","PLX4720",6.70043971814109,-0.0809199953835682,6.982258333
"93","WellR02-C06H2B_day8",100,"5",8,"SKMEL5","PLX4720",6.64385618977472,-0.137503523749936,7.6926375
"94","WellR02-C06H2B_day9",122,"5",9,"SKMEL5","PLX4720",6.93073733756289,0.149377624038227,8.924766667
"95","WellR02-C06H2B_day10",115,"5",10,"SKMEL5","PLX4720",6.84549005094437,0.0641303374197149,9.731066667
"96","WellR02-C06H2B_day11",120,"5",11,"SKMEL5","PLX4720",6.90689059560852,0.125530882083859,10.7534125
"97","WellR02-C06H2B_day12",91,"5",12,"SKMEL5","PLX4720",6.5077946401987,-0.273565073325964,10.99522083
"98","WellR02-C06H2B_day13",103,"5",13,"SKMEL5","PLX4720",6.68650052718322,-0.0948591863414414,11.78024167
"99","WellR02-C06H2B_day14",104,"5",14,"SKMEL5","PLX4720",6.70043971814109,-0.0809199953835682,12.73057917
"100","WellR02-C06H2B_day15",71,"5",15,"SKMEL5","PLX4720",6.14974711950468,-0.631612594019978,12.9729875
"101","WellR02-C06H2B_day16",78,"5",16,"SKMEL5","PLX4720",6.28540221886225,-0.495957494662411,13.70632917
"102","WellR02-C06H2B_day17",66,"5",17,"SKMEL5","PLX4720",6.04439411935845,-0.736965594166207,14.875775
"103","WellR02-C06H2B_day18",49,"5",18,"SKMEL5","PLX4720",5.61470984411521,-1.16664986940945,16.12682917
"104","WellR02-C06H2B_day19",48,"5",19,"SKMEL5","PLX4720",5.58496250072116,-1.1963972128035,16.7051625
"105","WellR02-C06H2B_day20",36,"5",20,"SKMEL5","PLX4720",5.16992500144231,-1.61143471208235,17.764825
"106","WellR02-C06H2B_day0",2,"6",0,"SKMEL5","PLX4720",1,-5.33985000288462,0
"107","WellR02-C06H2B_day1",1,"6",1,"SKMEL5","PLX4720",0,-6.33985000288462,1.712545833
"108","WellR02-C06H2B_day2",5,"6",2,"SKMEL5","PLX4720",2.32192809488736,-4.01792190799726,2.695325
"109","WellR02-C06H2B_day3",9,"6",3,"SKMEL5","PLX4720",3.16992500144231,-3.16992500144231,3.764479167
"110","WellR02-C06H2B_day4",24,"6",4,"SKMEL5","PLX4720",4.58496250072116,-1.75488750216347,4.903575
"111","WellR02-C06H2B_day5",47,"6",5,"SKMEL5","PLX4720",5.55458885167764,-0.785261151206987,5.954283333
"112","WellR02-C06H2B_day6",81,"6",6,"SKMEL5","PLX4720",6.33985000288462,0,6.897975
"113","WellR02-C06H2B_day7",81,"6",7,"SKMEL5","PLX4720",6.33985000288462,0,6.982258333
"114","WellR02-C06H2B_day8",88,"6",8,"SKMEL5","PLX4720",6.4594316186373,0.119581615752673,7.6926375
"115","WellR02-C06H2B_day9",80,"6",9,"SKMEL5","PLX4720",6.32192809488736,-0.0179219079972617,8.924766667
"116","WellR02-C06H2B_day10",71,"6",10,"SKMEL5","PLX4720",6.14974711950468,-0.190102883379942,9.731066667
"117","WellR02-C06H2B_day11",70,"6",11,"SKMEL5","PLX4720",6.12928301694497,-0.210566985939658,10.7534125
"118","WellR02-C06H2B_day12",67,"6",12,"SKMEL5","PLX4720",6.06608919045777,-0.273760812426852,10.99522083
"119","WellR02-C06H2B_day13",65,"6",13,"SKMEL5","PLX4720",6.02236781302845,-0.31748218985617,11.78024167
"120","WellR02-C06H2B_day14",43,"6",14,"SKMEL5","PLX4720",5.4262647547021,-0.913585248182526,12.73057917
"121","WellR02-C06H2B_day15",9,"6",15,"SKMEL5","PLX4720",3.16992500144231,-3.16992500144231,12.9729875
"122","WellR02-C06H2B_day16",11,"6",16,"SKMEL5","PLX4720",3.4594316186373,-2.88041838424733,13.70632917
"123","WellR02-C06H2B_day17",10,"6",17,"SKMEL5","PLX4720",3.32192809488736,-3.01792190799726,14.875775
"124","WellR02-C06H2B_day18",12,"6",18,"SKMEL5","PLX4720",3.58496250072116,-2.75488750216347,16.12682917
"125","WellR02-C06H2B_day19",13,"6",19,"SKMEL5","PLX4720",3.70043971814109,-2.63941028474353,16.7051625
"126","WellR02-C06H2B_day20",14,"6",20,"SKMEL5","PLX4720",3.8073549220576,-2.53249508082702,17.764825
"127","WellR02-C06H2B_day0",10,"7",0,"SKMEL5","PLX4720",3.32192809488736,-4.95419631038688,0
"128","WellR02-C06H2B_day1",24,"7",1,"SKMEL5","PLX4720",4.58496250072116,-3.69116190455308,1.712545833
"129","WellR02-C06H2B_day2",42,"7",2,"SKMEL5","PLX4720",5.39231742277876,-2.88380698249548,2.695325
"130","WellR02-C06H2B_day3",76,"7",3,"SKMEL5","PLX4720",6.24792751344359,-2.02819689183065,3.764479167
"131","WellR02-C06H2B_day4",125,"7",4,"SKMEL5","PLX4720",6.96578428466209,-1.31034012061215,4.903575
"132","WellR02-C06H2B_day5",235,"7",5,"SKMEL5","PLX4720",7.876516946565,-0.399607458709239,5.954283333
"133","WellR02-C06H2B_day6",310,"7",6,"SKMEL5","PLX4720",8.27612440527424,0,6.897975
"134","WellR02-C06H2B_day7",308,"7",7,"SKMEL5","PLX4720",8.2667865406949,-0.0093378645793365,6.982258333
"135","WellR02-C06H2B_day8",362,"7",8,"SKMEL5","PLX4720",8.49984588708321,0.223721481808967,7.6926375
"136","WellR02-C06H2B_day9",321,"7",9,"SKMEL5","PLX4720",8.3264294871223,0.0503050818480641,8.924766667
"137","WellR02-C06H2B_day10",360,"7",10,"SKMEL5","PLX4720",8.49185309632967,0.215728691055435,9.731066667
"138","WellR02-C06H2B_day11",365,"7",11,"SKMEL5","PLX4720",8.51175265376738,0.235628248493141,10.7534125
"139","WellR02-C06H2B_day12",330,"7",12,"SKMEL5","PLX4720",8.36632221424582,0.0901978089715776,10.99522083
"140","WellR02-C06H2B_day13",333,"7",13,"SKMEL5","PLX4720",8.37937836707126,0.103253961797023,11.78024167
"141","WellR02-C06H2B_day14",337,"7",14,"SKMEL5","PLX4720",8.39660478118186,0.12048037590762,12.73057917
"142","WellR02-C06H2B_day15",230,"7",15,"SKMEL5","PLX4720",7.84549005094437,-0.430634354329864,12.9729875
"143","WellR02-C06H2B_day16",232,"7",16,"SKMEL5","PLX4720",7.85798099512757,-0.418143410146667,13.70632917
"144","WellR02-C06H2B_day17",226,"7",17,"SKMEL5","PLX4720",7.82017896241519,-0.455945442859051,14.875775
"145","WellR02-C06H2B_day18",165,"7",18,"SKMEL5","PLX4720",7.36632221424582,-0.909802191028422,16.12682917
"146","WellR02-C06H2B_day19",168,"7",19,"SKMEL5","PLX4720",7.39231742277876,-0.883806982495478,16.7051625
"147","WellR02-C06H2B_day20",132,"7",20,"SKMEL5","PLX4720",7.04439411935845,-1.23173028591579,17.764825
"148","WellR02-C06H2B_day0",2,"8",0,"SKMEL5","PLX4720",1,-5.35755200461808,0
"149","WellR02-C06H2B_day1",5,"8",1,"SKMEL5","PLX4720",2.32192809488736,-4.03562390973072,1.712545833
"150","WellR02-C06H2B_day2",10,"8",2,"SKMEL5","PLX4720",3.32192809488736,-3.03562390973072,2.695325
"151","WellR02-C06H2B_day3",18,"8",3,"SKMEL5","PLX4720",4.16992500144231,-2.18762700317577,3.764479167
"152","WellR02-C06H2B_day4",23,"8",4,"SKMEL5","PLX4720",4.52356195605701,-1.83399004856107,4.903575
"153","WellR02-C06H2B_day5",43,"8",5,"SKMEL5","PLX4720",5.4262647547021,-0.931287249915986,5.954283333
"154","WellR02-C06H2B_day6",82,"8",6,"SKMEL5","PLX4720",6.35755200461808,0,6.897975
"155","WellR02-C06H2B_day7",72,"8",7,"SKMEL5","PLX4720",6.16992500144231,-0.187627003175772,6.982258333
"156","WellR02-C06H2B_day8",103,"8",8,"SKMEL5","PLX4720",6.68650052718322,0.328948522565135,7.6926375
"157","WellR02-C06H2B_day9",103,"8",9,"SKMEL5","PLX4720",6.68650052718322,0.328948522565135,8.924766667
"158","WellR02-C06H2B_day10",130,"8",10,"SKMEL5","PLX4720",7.02236781302845,0.664815808410371,9.731066667
"159","WellR02-C06H2B_day11",153,"8",11,"SKMEL5","PLX4720",7.25738784269265,0.899835838074568,10.7534125
"160","WellR02-C06H2B_day12",152,"8",12,"SKMEL5","PLX4720",7.24792751344359,0.890375508825501,10.99522083
"161","WellR02-C06H2B_day13",178,"8",13,"SKMEL5","PLX4720",7.4757334309664,1.11818142634831,11.78024167
"162","WellR02-C06H2B_day14",216,"8",14,"SKMEL5","PLX4720",7.75488750216347,1.39733549754538,12.73057917
"163","WellR02-C06H2B_day15",180,"8",15,"SKMEL5","PLX4720",7.49185309632967,1.13430109171159,12.9729875
"164","WellR02-C06H2B_day16",223,"8",16,"SKMEL5","PLX4720",7.8008998999203,1.44334789530222,13.70632917
"165","WellR02-C06H2B_day17",258,"8",17,"SKMEL5","PLX4720",8.01122725542325,1.65367525080517,14.875775
"166","WellR02-C06H2B_day18",258,"8",18,"SKMEL5","PLX4720",8.01122725542325,1.65367525080517,16.12682917
"167","WellR02-C06H2B_day19",265,"8",19,"SKMEL5","PLX4720",8.04984854945056,1.69229654483248,16.7051625
"168","WellR02-C06H2B_day20",248,"8",20,"SKMEL5","PLX4720",7.95419631038687,1.59664430576879,17.764825
"169","WellR02-C07H2B_day0",2,"9",0,"SKMEL5","PLX4720",1,-6.4594316186373,0
"170","WellR02-C07H2B_day1",4,"9",1,"SKMEL5","PLX4720",2,-5.4594316186373,1.712545833
"171","WellR02-C07H2B_day2",16,"9",2,"SKMEL5","PLX4720",4,-3.4594316186373,2.695325
"172","WellR02-C07H2B_day3",24,"9",3,"SKMEL5","PLX4720",4.58496250072116,-2.87446911791614,3.764479167
"173","WellR02-C07H2B_day4",59,"9",4,"SKMEL5","PLX4720",5.88264304936184,-1.57678856927546,4.903575
"174","WellR02-C07H2B_day5",93,"9",5,"SKMEL5","PLX4720",6.53915881110803,-0.920272807529266,5.954283333
"175","WellR02-C07H2B_day6",176,"9",6,"SKMEL5","PLX4720",7.4594316186373,0,6.897975
"176","WellR02-C07H2B_day7",142,"9",7,"SKMEL5","PLX4720",7.14974711950468,-0.309684499132615,6.982258333
"177","WellR02-C07H2B_day8",181,"9",8,"SKMEL5","PLX4720",7.49984588708321,0.0404142684459083,7.6926375
"178","WellR02-C07H2B_day9",133,"9",9,"SKMEL5","PLX4720",7.05528243550119,-0.404149183136107,8.924766667
"179","WellR02-C07H2B_day10",97,"9",10,"SKMEL5","PLX4720",6.59991284218713,-0.859518776450169,9.731066667
"180","WellR02-C07H2B_day11",126,"9",11,"SKMEL5","PLX4720",6.97727992349992,-0.482151695137381,10.7534125
"181","WellR02-C07H2B_day12",125,"9",12,"SKMEL5","PLX4720",6.96578428466209,-0.49364733397521,10.99522083
"182","WellR02-C07H2B_day13",109,"9",13,"SKMEL5","PLX4720",6.76818432477693,-0.691247293860371,11.78024167
"183","WellR02-C07H2B_day14",101,"9",14,"SKMEL5","PLX4720",6.65821148275179,-0.801220135885503,12.73057917
"184","WellR02-C07H2B_day15",66,"9",15,"SKMEL5","PLX4720",6.04439411935845,-1.41503749927884,12.9729875
"185","WellR02-C07H2B_day16",69,"9",16,"SKMEL5","PLX4720",6.10852445677817,-1.35090716185913,13.70632917
"186","WellR02-C07H2B_day17",70,"9",17,"SKMEL5","PLX4720",6.12928301694497,-1.33014860169233,14.875775
"187","WellR02-C07H2B_day18",49,"9",18,"SKMEL5","PLX4720",5.61470984411521,-1.84472177452209,16.12682917
"188","WellR02-C07H2B_day19",39,"9",19,"SKMEL5","PLX4720",5.28540221886225,-2.17402939977505,16.7051625
"189","WellR02-C07H2B_day20",36,"9",20,"SKMEL5","PLX4720",5.16992500144231,-2.28950661719499,17.764825
"190","WellR02-C07H2B_day0",2,"10",0,"SKMEL5","PLX4720",1,-4.85798099512757,0
"191","WellR02-C07H2B_day1",2,"10",1,"SKMEL5","PLX4720",1,-4.85798099512757,1.712545833
"192","WellR02-C07H2B_day2",7,"10",2,"SKMEL5","PLX4720",2.8073549220576,-3.05062607306997,2.695325
"193","WellR02-C07H2B_day3",11,"10",3,"SKMEL5","PLX4720",3.4594316186373,-2.39854937649027,3.764479167
"194","WellR02-C07H2B_day4",20,"10",4,"SKMEL5","PLX4720",4.32192809488736,-1.53605290024021,4.903575
"195","WellR02-C07H2B_day5",30,"10",5,"SKMEL5","PLX4720",4.90689059560852,-0.951090399519053,5.954283333
"196","WellR02-C07H2B_day6",58,"10",6,"SKMEL5","PLX4720",5.85798099512757,0,6.897975
"197","WellR02-C07H2B_day7",64,"10",7,"SKMEL5","PLX4720",6,0.142019004872428,6.982258333
"198","WellR02-C07H2B_day8",62,"10",8,"SKMEL5","PLX4720",5.95419631038687,0.096215315259303,7.6926375
"199","WellR02-C07H2B_day9",95,"10",9,"SKMEL5","PLX4720",6.56985560833095,0.711874613203376,8.924766667
"200","WellR02-C07H2B_day10",66,"10",10,"SKMEL5","PLX4720",6.04439411935845,0.186413124230882,9.731066667
"201","WellR02-C07H2B_day11",72,"10",11,"SKMEL5","PLX4720",6.16992500144231,0.31194400631474,10.7534125
"202","WellR02-C07H2B_day12",41,"10",12,"SKMEL5","PLX4720",5.35755200461808,-0.500428990509488,10.99522083
"203","WellR02-C07H2B_day13",52,"10",13,"SKMEL5","PLX4720",5.70043971814109,-0.15754127698648,11.78024167
"204","WellR02-C07H2B_day14",32,"10",14,"SKMEL5","PLX4720",5,-0.857980995127572,12.73057917
"205","WellR02-C07H2B_day15",9,"10",15,"SKMEL5","PLX4720",3.16992500144231,-2.68805599368526,12.9729875
"206","WellR02-C07H2B_day16",18,"10",16,"SKMEL5","PLX4720",4.16992500144231,-1.68805599368526,13.70632917
"207","WellR02-C07H2B_day17",12,"10",17,"SKMEL5","PLX4720",3.58496250072116,-2.27301849440642,14.875775
"208","WellR02-C07H2B_day18",17,"10",18,"SKMEL5","PLX4720",4.08746284125034,-1.77051815387723,16.12682917
"209","WellR02-C07H2B_day19",18,"10",19,"SKMEL5","PLX4720",4.16992500144231,-1.68805599368526,16.7051625
"210","WellR02-C07H2B_day20",23,"10",20,"SKMEL5","PLX4720",4.52356195605701,-1.33441903907056,17.764825
"211","WellR02-C07H2B_day0",2,"11",0,"SKMEL5","PLX4720",1,-6.38370429247405,0
"212","WellR02-C07H2B_day1",5,"11",1,"SKMEL5","PLX4720",2.32192809488736,-5.06177619758669,1.712545833
"213","WellR02-C07H2B_day2",10,"11",2,"SKMEL5","PLX4720",3.32192809488736,-4.06177619758669,2.695325
"214","WellR02-C07H2B_day3",22,"11",3,"SKMEL5","PLX4720",4.4594316186373,-2.92427267383675,3.764479167
"215","WellR02-C07H2B_day4",49,"11",4,"SKMEL5","PLX4720",5.61470984411521,-1.76899444835884,4.903575
"216","WellR02-C07H2B_day5",89,"11",5,"SKMEL5","PLX4720",6.4757334309664,-0.907970861507654,5.954283333
"217","WellR02-C07H2B_day6",167,"11",6,"SKMEL5","PLX4720",7.38370429247405,0,6.897975
"218","WellR02-C07H2B_day7",172,"11",7,"SKMEL5","PLX4720",7.4262647547021,0.042560462228046,6.982258333
"219","WellR02-C07H2B_day8",219,"11",8,"SKMEL5","PLX4720",7.77478705960117,0.391082767127122,7.6926375
"220","WellR02-C07H2B_day9",177,"11",9,"SKMEL5","PLX4720",7.467605550083,0.0839012576089457,8.924766667
"221","WellR02-C07H2B_day10",196,"11",10,"SKMEL5","PLX4720",7.61470984411521,0.231005551641156,9.731066667
"222","WellR02-C07H2B_day11",206,"11",11,"SKMEL5","PLX4720",7.68650052718322,0.302796234709167,10.7534125
"223","WellR02-C07H2B_day12",97,"11",12,"SKMEL5","PLX4720",6.59991284218713,-0.783791450286924,10.99522083
"224","WellR02-C07H2B_day13",86,"11",13,"SKMEL5","PLX4720",6.4262647547021,-0.957439537771954,11.78024167
"225","WellR02-C07H2B_day14",106,"11",14,"SKMEL5","PLX4720",6.7279204545632,-0.655783837910853,12.73057917
"226","WellR02-C07H2B_day15",44,"11",15,"SKMEL5","PLX4720",5.4594316186373,-1.92427267383675,12.9729875
"227","WellR02-C07H2B_day16",41,"11",16,"SKMEL5","PLX4720",5.35755200461808,-2.02615228785597,13.70632917
"228","WellR02-C07H2B_day17",54,"11",17,"SKMEL5","PLX4720",5.75488750216347,-1.62881679031058,14.875775
"229","WellR02-C07H2B_day18",39,"11",18,"SKMEL5","PLX4720",5.28540221886225,-2.0983020736118,16.12682917
"230","WellR02-C07H2B_day19",38,"11",19,"SKMEL5","PLX4720",5.24792751344359,-2.13577677903047,16.7051625
"231","WellR02-C07H2B_day20",36,"11",20,"SKMEL5","PLX4720",5.16992500144231,-2.21377929103174,17.764825
"232","WellR02-C07H2B_day0",3,"12",0,"SKMEL5","PLX4720",1.58496250072116,-5.35755200461808,0
"233","WellR02-C07H2B_day1",5,"12",1,"SKMEL5","PLX4720",2.32192809488736,-4.62058641045188,1.712545833
"234","WellR02-C07H2B_day2",12,"12",2,"SKMEL5","PLX4720",3.58496250072116,-3.35755200461808,2.695325
